% Model:              slipdepen_streampot.mph
% Version:            COMSOL 6.2.0.339
% Date:               Mar 10 2025, 03:34
% Dimension:          1
% Nodes:              801
% Expressions:        8
% Description:        electroviscous effect
% X                       Qs @ n=0.5               Qs @ n=0.64286           Qs @ n=0.78571           Qs @ n=0.92857           Qs @ n=1.0714            Qs @ n=1.2143            Qs @ n=1.3571            Qs @ n=1.5
0                         1.0283663731275305       0.9763458800114487       0.9386942653054463       0.9095795250654423       0.8860765527339975       0.8665213095833876       0.8498652786595968       0.8354218208813278
0.0012500000000000005     1.0283663731275305       0.9763458800114487       0.9386942653054463       0.9095795250654423       0.8860765527339975       0.8665213095833876       0.8498652786595968       0.8354218208813278
0.002500000000000001      1.0283663731275305       0.9763458800114487       0.9386942653054463       0.9095795250654423       0.8860765527339975       0.8665213095833876       0.8498652786595968       0.8354218208813278
0.0037500000000000016     1.0283663731275305       0.9763458800114487       0.9386942653054463       0.9095795250654423       0.8860765527339975       0.8665213095833876       0.8498652786595968       0.8354218208813278
0.005000000000000002      1.0283663731275305       0.9763458800114487       0.9386942653054463       0.9095795250654423       0.8860765527339975       0.8665213095833876       0.8498652786595968       0.8354218208813278
0.006250000000000002      1.0283663731275305       0.9763458800114487       0.9386942653054463       0.9095795250654423       0.8860765527339975       0.8665213095833876       0.8498652786595968       0.8354218208813278
0.007500000000000003      1.0283663731275305       0.9763458800114487       0.9386942653054463       0.9095795250654423       0.8860765527339975       0.8665213095833876       0.8498652786595968       0.8354218208813278
0.008750000000000004      1.0283663731275305       0.9763458800114487       0.9386942653054463       0.9095795250654423       0.8860765527339975       0.8665213095833876       0.8498652786595968       0.8354218208813278
0.010000000000000004      1.0283663731275305       0.9763458800114487       0.9386942653054463       0.9095795250654423       0.8860765527339975       0.8665213095833876       0.8498652786595968       0.8354218208813278
0.011250000000000003      1.0283663731275305       0.9763458800114487       0.9386942653054463       0.9095795250654423       0.8860765527339975       0.8665213095833876       0.8498652786595968       0.8354218208813278
0.012500000000000004      1.0283663731275305       0.9763458800114487       0.9386942653054463       0.9095795250654423       0.8860765527339975       0.8665213095833876       0.8498652786595968       0.8354218208813278
0.013750000000000005      1.0283663731275305       0.9763458800114487       0.9386942653054463       0.9095795250654423       0.8860765527339975       0.8665213095833876       0.8498652786595968       0.8354218208813278
0.015000000000000006      1.0283663731275305       0.9763458800114487       0.9386942653054463       0.9095795250654423       0.8860765527339975       0.8665213095833876       0.8498652786595968       0.8354218208813278
0.016250000000000007      1.0283663731275305       0.9763458800114487       0.9386942653054463       0.9095795250654423       0.8860765527339975       0.8665213095833876       0.8498652786595968       0.8354218208813278
0.01750000000000001       1.0283663731275305       0.9763458800114487       0.9386942653054463       0.9095795250654423       0.8860765527339975       0.8665213095833876       0.8498652786595968       0.8354218208813278
0.01875000000000001       1.0283663731275305       0.9763458800114487       0.9386942653054463       0.9095795250654423       0.8860765527339975       0.8665213095833876       0.8498652786595968       0.8354218208813278
0.020000000000000007      1.0283663731275305       0.9763458800114487       0.9386942653054463       0.9095795250654423       0.8860765527339975       0.8665213095833876       0.8498652786595968       0.8354218208813278
0.021250000000000005      1.0283663731275305       0.9763458800114487       0.9386942653054463       0.9095795250654423       0.8860765527339975       0.8665213095833876       0.8498652786595968       0.8354218208813278
0.022500000000000006      1.0283663731275305       0.9763458800114487       0.9386942653054463       0.9095795250654423       0.8860765527339975       0.8665213095833876       0.8498652786595968       0.8354218208813278
0.023750000000000007      1.0283663731275305       0.9763458800114487       0.9386942653054463       0.9095795250654423       0.8860765527339975       0.8665213095833876       0.8498652786595968       0.8354218208813278
0.02500000000000001       1.0283663731275305       0.9763458800114487       0.9386942653054463       0.9095795250654423       0.8860765527339975       0.8665213095833876       0.8498652786595968       0.8354218208813278
0.02625000000000001       1.0283663731275305       0.9763458800114487       0.9386942653054463       0.9095795250654423       0.8860765527339975       0.8665213095833876       0.8498652786595968       0.8354218208813278
0.02750000000000001       1.0283663731275305       0.9763458800114487       0.9386942653054463       0.9095795250654423       0.8860765527339975       0.8665213095833876       0.8498652786595968       0.8354218208813278
0.02875000000000001       1.0283663731275305       0.9763458800114487       0.9386942653054463       0.9095795250654423       0.8860765527339975       0.8665213095833876       0.8498652786595968       0.8354218208813278
0.030000000000000013      1.0283663731275305       0.9763458800114487       0.9386942653054463       0.9095795250654423       0.8860765527339975       0.8665213095833876       0.8498652786595968       0.8354218208813278
0.031250000000000014      1.0283663731275305       0.9763458800114487       0.9386942653054463       0.9095795250654423       0.8860765527339975       0.8665213095833876       0.8498652786595968       0.8354218208813278
0.032500000000000015      1.0283663731275305       0.9763458800114487       0.9386942653054463       0.9095795250654423       0.8860765527339975       0.8665213095833876       0.8498652786595968       0.8354218208813278
