% Model:              slipdepen_streampot.mph
% Version:            COMSOL 6.2.0.339
% Date:               Mar 8 2025, 21:15
% Dimension:          1
% Nodes:              401
% Expressions:        1
% Description:        Dependent variable psi
% X                       psi
0                         2.7421835420171555E-4
0.002500000000000001      2.7430405190171357E-4
0.005000000000000002      2.74561198565562E-4
0.007500000000000003      2.749899549183024E-4
0.010000000000000004      2.7559058894662246E-4
0.012500000000000004      2.7636347606635616E-4
0.015000000000000006      2.7730909935713114E-4
0.01750000000000001       2.784280498643092E-4
0.020000000000000007      2.797210269684087E-4
0.022500000000000006      2.811888388222408E-4
0.02500000000000001       2.8283240285603115E-4
0.02750000000000001       2.8465274635084363E-4
0.030000000000000013      2.8665100708066496E-4
0.032500000000000015      2.888284340235504E-4
0.03500000000000002       2.9118638814227627E-4
0.03750000000000002       2.9372634323498575E-4
0.040000000000000015      2.9644988685636147E-4
0.04250000000000001       2.9935872130989886E-4
0.04500000000000001       3.0245466471190175E-4
0.047500000000000014      3.057396521278644E-4
0.05000000000000001       3.092157367819511E-4
0.05250000000000002       3.1288509134032836E-4
0.05500000000000002       3.1675000926915253E-4
0.05750000000000002       3.208129062680614E-4
0.060000000000000026      3.250763217800654E-4
0.06250000000000003       3.295429205787831E-4
0.06500000000000002       3.34215494434012E-4
0.0675                    3.390969638566759E-4
0.07                      3.4419037992424085E-4
0.07250000000000001       3.4949892618773784E-4
0.07500000000000001       3.5502592066158725E-4
0.07750000000000001       3.6077481789746683E-4
0.08000000000000003       3.667492111435197E-4
0.08250000000000002       3.7295283459025277E-4
0.08500000000000002       3.7938956570452846E-4
0.08750000000000002       3.860634276531093E-4
0.09000000000000002       3.9297859181726906E-4
0.09250000000000003       4.001393804000438E-4
0.09500000000000003       4.075502691277508E-4
0.09750000000000003       4.152158900474652E-4
0.10000000000000002       4.231410344222019E-4
0.10250000000000001       4.3133065572561314E-4
0.10500000000000001       4.3978987273807305E-4
0.10750000000000001       4.485239727460841E-4
0.11000000000000001       4.5753841484700615E-4
0.11250000000000002       4.668388333611726E-4
0.11500000000000003       4.764310413535273E-4
0.11750000000000005       4.8632103426698206E-4
0.12000000000000005       4.965149936697675E-4
0.12250000000000005       5.070192911191183E-4
0.12500000000000006       5.178404921437075E-4
0.12750000000000006       5.289853603473201E-4
0.13000000000000006       5.404608616363304E-4
0.13250000000000006       5.522741685736256E-4
0.13500000000000006       5.644326648616956E-4
0.13750000000000007       5.769439499576941E-4
0.14000000000000004       5.898158438233529E-4
0.14250000000000004       6.030563918127191E-4
0.14500000000000005       6.166738697007709E-4
0.14750000000000005       6.306767888560534E-4
0.15000000000000005       6.450739015605709E-4
0.15250000000000002       6.598742064802559E-4
0.15500000000000003       6.750869542894394E-4
0.15750000000000003       6.907216534528331E-4
0.16000000000000003       7.067880761686411E-4
0.16250000000000003       7.232962644765147E-4
0.16500000000000004       7.402565365341668E-4
0.16750000000000004       7.576794930665711E-4
0.17000000000000004       7.755760239917758E-4
0.17250000000000004       7.939573152274731E-4
0.17500000000000004       8.128348556825806E-4
0.17750000000000005       8.322204444382022E-4
0.18000000000000005       8.521261981224586E-4
0.18250000000000005       8.725645584837977E-4
0.18500000000000005       8.935483001675154E-4
0.18750000000000006       9.150905387003523E-4
0.19000000000000003       9.372047386881512E-4
0.19250000000000006       9.599047222317073E-4
0.19500000000000006       9.8320467756606E-4
