% Model:              slipdepen_streampot.mph
% Version:            COMSOL 6.2.0.339
% Date:               Mar 9 2025, 13:57
% Dimension:          1
% Nodes:              401
% Expressions:        1
% Description:        Dependent variable u
% X                       u
0                         0.5578738876524147
0.002500000000000001      0.5578707631458399
0.005000000000000002      0.5578613896264238
0.007500000000000003      0.5578457670950919
0.010000000000000004      0.557823895553387
0.012500000000000004      0.5577957750034708
0.015000000000000006      0.5577614054481247
0.01750000000000001       0.5577207868907519
0.020000000000000007      0.5576739193353791
0.022500000000000006      0.5576208027866596
0.02500000000000001       0.5575614372498754
0.02750000000000001       0.5574958227309418
0.030000000000000013      0.5574239592364093
0.032500000000000015      0.5573458467734697
0.03500000000000002       0.5572614853499586
0.03750000000000002       0.557170874974362
0.040000000000000015      0.5570740156558207
0.04250000000000001       0.5569709074041359
0.04500000000000001       0.556861550229776
0.047500000000000014      0.5567459441438826
0.05000000000000001       0.5566240891582777
0.05250000000000002       0.5564959852854706
0.05500000000000002       0.5563616325386668
0.05750000000000002       0.5562210309317752
0.060000000000000026      0.5560741804794173
0.06250000000000003       0.5559210811969361
0.06500000000000002       0.5557617331004059
0.0675                    0.5555961362066424
0.07                      0.5554242905332125
0.07250000000000001       0.5552461960984467
0.07500000000000001       0.555061852921449
0.07750000000000001       0.55487126102211
0.08000000000000003       0.5546744204211187
0.08250000000000002       0.5544713311399754
0.08500000000000002       0.5542619932010057
0.08750000000000002       0.5540464066273737
0.09000000000000002       0.5538245714430976
0.09250000000000003       0.5535964876730631
0.09500000000000003       0.5533621553430406
0.09750000000000003       0.5531215744796998
0.10000000000000002       0.552874745110628
0.10250000000000001       0.5526216672643457
0.10500000000000001       0.5523623409703258
0.10750000000000001       0.5520967662590108
0.11000000000000001       0.551824943161833
0.11250000000000002       0.5515468717112333
0.11500000000000003       0.5512625519406816
0.11750000000000005       0.5509719838846985
0.12000000000000005       0.5506751675788756
0.12250000000000005       0.5503721030598988
0.12500000000000006       0.5500627903655707
