% Model:              slipdepen_streampot.mph
% Version:            COMSOL 6.2.0.339
% Date:               Mar 9 2025, 13:59
% Dimension:          1
% Nodes:              401
% Expressions:        1
% Description:        Dependent variable u
% X                       u
0                         0.49899813870243537
0.002500000000000001      0.49899501370690597
0.005000000000000002      0.49898563872032065
0.007500000000000003      0.4989700137426877
0.010000000000000004      0.49894813877402105
0.012500000000000004      0.49892001381434053
0.015000000000000006      0.49888563886367115
0.01750000000000001       0.4988450139220438
0.020000000000000007      0.4987981389894949
0.022500000000000006      0.4987450140660667
0.02500000000000001       0.4986856391518069
0.02750000000000001       0.4986200142467693
0.030000000000000013      0.49854813935101316
0.032500000000000015      0.49847001446460365
0.03500000000000002       0.49838563958761173
0.03750000000000002       0.4982950147201143
0.040000000000000015      0.49819813986219424
0.04250000000000001       0.49809501501394027
0.04500000000000001       0.4979856401754473
0.047500000000000014      0.4978700153468162
0.05000000000000001       0.49774814052815414
0.05250000000000002       0.4976200157195744
0.05500000000000002       0.49748564092119674
0.05750000000000002       0.49734501613314713
0.060000000000000026      0.49719814135555795
0.06250000000000003       0.49704501658856837
0.06500000000000002       0.4968856418323239
0.0675                    0.49672001708697694
0.07                      0.4965481423526867
0.07250000000000001       0.49637001762961924
0.07500000000000001       0.4961856429179476
0.07750000000000001       0.495995018217852
0.08000000000000003       0.4957981435295199
0.08250000000000002       0.4955950188531462
0.08500000000000002       0.49538564418893305
0.08750000000000002       0.49517001953709044
0.09000000000000002       0.4949481448978359
0.09250000000000003       0.4947200202713949
0.09500000000000003       0.4944856456580009
0.09750000000000003       0.49424502105789564
0.10000000000000002       0.49399814647132895
0.10250000000000001       0.4937450218985594
0.10500000000000001       0.4934856473398539
0.10750000000000001       0.4932200227954883
0.11000000000000001       0.49294814826574745
0.11250000000000002       0.4926700237509251
0.11500000000000003       0.49238564925132466
0.11750000000000005       0.4920950247672589
0.12000000000000005       0.49179815029905016
0.12250000000000005       0.49149502584703103
0.12500000000000006       0.49118565141154386
0.12750000000000006       0.4908700269929416
0.13000000000000006       0.4905481525915874
0.13250000000000006       0.4902200282078557
0.13500000000000006       0.4898856538421317
0.13750000000000007       0.48954502949481155
0.14000000000000004       0.48919815516630355
0.14250000000000004       0.4888450308570272
0.14500000000000005       0.48848565656741416
0.14750000000000005       0.4881200322979087
0.15000000000000005       0.4877481580489672
0.15250000000000002       0.48737003382105915
0.15500000000000003       0.48698565961466705
0.15750000000000003       0.48659503543028715
0.16000000000000003       0.48619816126842896
0.16250000000000003       0.4857950371296165
0.16500000000000004       0.4853856630143881
0.16750000000000004       0.4849700389232967
0.17000000000000004       0.48454816485691043
0.17250000000000004       0.4841200408158127
0.17500000000000004       0.48368566680060304
0.17750000000000005       0.4832450428118969
0.18000000000000005       0.4827981688503263
0.18250000000000005       0.48234504491654034
0.18500000000000005       0.4818856710112055
0.18750000000000006       0.4814200471350059
0.19000000000000003       0.48094817328864403
0.19250000000000006       0.48047004947284083
0.19500000000000006       0.4799856756883366
0.19750000000000006       0.47949505193589104
0.20000000000000007       0.4789981782162838
0.20250000000000007       0.4784950545303153
0.20500000000000007       0.4779856808788068
0.20750000000000007       0.4774700572626011
0.21000000000000005       0.47694818368256325
0.21250000000000002       0.47642006013958066
0.21500000000000002       0.47588568663456404
0.21750000000000003       0.4753450631684478
0.22000000000000003       0.47479818974219073
0.22250000000000003       0.4742450663567764
0.22500000000000003       0.47368569301321395
0.22750000000000004       0.4731200697125388
0.23                      0.47254819645581303
0.23250000000000004       0.47197007324412626
0.23500000000000004       0.47138570007859626
0.23750000000000004       0.47079507696036965
0.24000000000000005       0.47019820389062256
0.24250000000000005       0.4695950808705614
0.24500000000000008       0.46898570790142385
0.2475000000000001        0.4683700849844792
0.2500000000000001        0.46774821212102935
0.2525000000000001        0.46712008931240984
0.2550000000000001        0.4664857165599903
0.2575000000000001        0.4658450938651756
0.2600000000000001        0.46519822122940646
0.2625000000000001        0.46454509865416066
0.2650000000000001        0.46388572614095386
0.2675000000000001        0.4632201036913402
0.27000000000000013       0.46254823130691375
0.27250000000000013       0.4618701089893095
0.27500000000000013       0.461185736740204
0.2775000000000001        0.46049511456131664
0.2800000000000001        0.45979824245441075
0.2825000000000001        0.4590951204212944
0.28500000000000003       0.4583857484638223
0.28750000000000003       0.45767012658389594
0.29000000000000004       0.4569482547834655
0.29250000000000004       0.4562201330645309
0.29500000000000004       0.4554857614291429
0.29750000000000004       0.4547451398794045
0.30000000000000004       0.45399826841747215
0.30250000000000005       0.4532451470455574
0.30500000000000005       0.4524857757659279
0.3075000000000001        0.45172015458090903
0.3100000000000001        0.4509482834928852
0.3125000000000001        0.45017016250430164
0.3150000000000001        0.4493857916176656
0.3175000000000001        0.4485951708355482
0.3200000000000001        0.4477983001605855
0.3225000000000001        0.44699517959548113
0.32500000000000007       0.4461858091430069
0.32750000000000007       0.4453701888060052
0.33000000000000007       0.4445483185873906
0.3325000000000001        0.4437201984901517
0.3350000000000001        0.4428858285173528
0.3375000000000001        0.44204520867213626
0.3400000000000001        0.441198338957724
0.3425000000000001        0.4403452193774196
0.3450000000000001        0.43948584993461076
0.34750000000000014       0.43862023063277084
0.35000000000000014       0.4377483614754615
0.35250000000000015       0.43687024246633466
0.3550000000000001        0.4359858736091349
0.3575000000000001        0.43509525490770173
0.3600000000000001        0.43419838636597197
0.3625000000000001        0.4332952679879824
0.3650000000000001        0.4323858997778721
0.3675000000000001        0.43147028173988505
0.3700000000000001        0.43054841387837284
0.3725000000000001        0.42962029619779735
0.3750000000000001        0.4286859287027336
